Facility ID,Facility Name,Facility Type,Ownership,Operational Status,Province,District,Services
3129,Kawama Urban Health Centre (Kabwe),Health Centre,MOH,Functional,Central,Kabwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Laboratory Services; Public Health Services; ART & VMMC"
1599,Kanakantapa Rural Health Centre,Health Centre,MOH,Functional,Central,Chisamba,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1563,Chazanga Urban Health Centre,Health Centre,MOH,Functional,Lusaka,Lusaka,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
1571,Chongwe Rural Health Centre,Health Centre,MOH,Functional,Lusaka,Chongwe,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
1556,Coptic Hospital,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
1672,Munyeta Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1544,Ngombe Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4485,Dr. Watson Dental Clinic,Dental clinic,Private,Functional,Lusaka,Lusaka,N/A
1572,Waterfalls Rural Health Center,Health Centre,MOH,Functional,Lusaka,Chongwe,"ART & VMMC; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; General Practice Consultation & Treatment"
4177,Kafankumba Health Center,Health Centre,Private,Functional,Copperbelt,Luanshya,N/A
4333,Vision Care Limited- Waterfalls Mall,Eye clinic,Private,Functional,Lusaka,Lusaka,N/A
1619,Chifundo Rural Health Centre,Health Centre,Faith Based,Functional,Lusaka,Rufunsa,N/A
1961,Vulamkoko Rural Health Centre,Health Centre,MOH,Functional,Eastern,Katete,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
1742,Mwantaya Health Post,Health Post,MOH,Functional,Central,Chisamba,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; ART & VMMC"
1617,Mboshya Rural Health Centre,Health Centre,MOH,Functional,Central,Chibombo,"Public Health Services; ART & VMMC; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; General Practice Consultation & Treatment"
2727,Kamfutu Health Post,Health Post,MOH,Functional,Eastern,Chama,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1595,Kapete Health Post,Health Post,MOH,Functional,Lusaka,Chongwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1656,Yuka Mission Hospital,1st Level Hospital,Faith Based,Functional,Western,Kalabo,N/A
1586,Makeni GRZ Health Centre,Health Centre,MOH,Functional,Lusaka,Chilanga,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1587,Ellensdale Health Post,Health Post,MOH,Functional,Lusaka,Chongwe,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1598,Kanakantapa Rural Health,Health Centre,MOH,Functional,Lusaka,Chongwe,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1640,Kapila Health Post,Health Post,MOH,Functional,Central,Chibombo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1608,Chisomo Hospital,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
1654,Nakanjoli Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
1652,Luili Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1607,New Soweto Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"Maternity; Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1604,Kanyama West Health Centre,Health Centre,MOH,Functional,Lusaka,Lusaka,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1593,Micheal Chilufya Sata Health Post (Soweto),Health Post,MOH,Functional,Lusaka,Lusaka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1606,Chiyembekezo Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
1614,Chiyota Rural Health Centre,Health Centre,MOH,Functional,Lusaka,Rufunsa,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1626,Mt. Eugenia Rural Hospital,1st Level Hospital,ZDF,Functional,Lusaka,Chilanga,N/A
1630,ZNS BB Health Post,Health Post,ZDF,Functional,Lusaka,Chilanga,N/A
1631,Mpango Rural Health Center,Health Centre,MOH,Functional,Lusaka,Chongwe,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1643,ZNS Sopelo Health Post,Health Post,ZDF,Functional,Lusaka,Chilanga,N/A
1624,Kapoche Health Post,Health Post,MOH,Functional,Lusaka,Luangwa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1668,Mwapula Health Post,Health Post,MOH,Functional,Central,Chisamba,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4489,Wamweo Clinic,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
1639,Mwembeshi Prisons Health Post,Health Post,MOH,Functional,Lusaka,Chilanga,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1658,Kaongeta Health Post,Health Post,MOH,Functional,Western,Limulunga,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1651,Rutech Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1057,Kazungula Health Post,Health Post,MOH,Functional,Southern,Kazungula,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1663,Malundu Health Post,Health Post,MOH,Functional,Central,Chibombo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1655,Miulwe Health Post,Health Post,MOH,Functional,Western,Limulunga,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2447,Chambishi Mine Urban Health Centre,Health Centre,Private,Functional,Copperbelt,Kalulushi,"Laboratory Services; Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1676,Buleya Health Post,Health Post,MOH,Functional,Western,Kalabo,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; General Practice Consultation & Treatment; Maternity"
1693,Lungobe Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1667,Lutale Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1649,Chitemalesa Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"General Practice Consultation & Treatment; Public Health Services; Maternity; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1713,Nalusanga Health Post,Health Post,MOH,Functional,Central,Mumbwa,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
1632,Chilimba Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1670,Kanyongoloka Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1636,Kazemba Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4264,IOM Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
1646,Nyangwena Rural Health Center,Health Centre,MOH,Functional,Lusaka,Rufunsa,"ART & VMMC; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; General Practice Consultation & Treatment"
1653,Chinyunyu Rural Health Center,Health Centre,MOH,Functional,Lusaka,Rufunsa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3552,Nambuluma Police Rural Health Centre,Health Centre,MOH,Functional,Muchinga,Chinsali,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
1730,Maloba Health Post,Health Post,MOH,Functional,Western,Nkeyema,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1675,Nang'oko Health Post,Health Post,MOH,Functional,Western,Limulunga,"Maternity; Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1689,Nangula Rural Health Centre,Health Centre,MOH,Functional,Western,Limulunga,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1696,Lubemba Health Post,Health Post,MOH,Functional,Central,Mumbwa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1763,Lifwambula Rural Health Centre,Health Centre,MOH,Functional,Central,Chisamba,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
3491,Mwewe Rural Health Centre,Health Centre,MOH,Functional,Northern,Nsama,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1732,Nkeyema Zonal Rural Health Centre,Health Centre,MOH,Functional,Western,Nkeyema,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1684,Ikwichi Rural Health Centre,Health Centre,MOH,Functional,Western,Limulunga,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1662,Namitome Rural Health Centre,Health Centre,MOH,Functional,Western,Limulunga,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1680,Malala Health Post,Health Post,MOH,Functional,Western,Limulunga,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
