facility_code,service_category,service_group,service_detail
1018,ART & VMMC,ART & VMMC,ART & VMMC
1018,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1018,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1018,Maternity,Maternity,Maternity
1018,Dental,Dental,Dental
1018,Laboratory Services,Laboratory Services,Laboratory Services
1018,Public Health Services,Public Health Services,Public Health Services
2982,Maternity,Maternity,Maternity
2982,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2982,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2982,Public Health Services,Public Health Services,Public Health Services
2063,Maternity,Maternity,Maternity
2063,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2063,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2063,Public Health Services,Public Health Services,Public Health Services
1940,Maternity,Maternity,Maternity
1940,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1940,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1940,Public Health Services,Public Health Services,Public Health Services
1391,Public Health Services,Public Health Services,Public Health Services
1391,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1391,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1391,Maternity,Maternity,Maternity
1391,Dental,Dental,Dental
1391,Laboratory Services,Laboratory Services,Laboratory Services
1391,ART & VMMC,ART & VMMC,ART & VMMC
3053,Maternity,Maternity,Maternity
3053,ART & VMMC,ART & VMMC,ART & VMMC
3053,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3053,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3053,Dental,Dental,Dental
3053,Laboratory Services,Laboratory Services,Laboratory Services
3053,Public Health Services,Public Health Services,Public Health Services
4211,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4211,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4211,Maternity,Maternity,Maternity
4211,Dental,Dental,Dental
4211,Laboratory Services,Laboratory Services,Laboratory Services
4211,Public Health Services,Public Health Services,Public Health Services
4211,ART & VMMC,ART & VMMC,ART & VMMC
2152,ART & VMMC,ART & VMMC,ART & VMMC
2152,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2152,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2152,Maternity,Maternity,Maternity
2152,Dental,Dental,Dental
2152,Laboratory Services,Laboratory Services,Laboratory Services
2152,Public Health Services,Public Health Services,Public Health Services
1274,Maternity,Maternity,Maternity
1274,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1274,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1274,Public Health Services,Public Health Services,Public Health Services
1342,Public Health Services,Public Health Services,Public Health Services
1342,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1342,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1342,Maternity,Maternity,Maternity
2521,Public Health Services,Public Health Services,Public Health Services
2521,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2521,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2521,Maternity,Maternity,Maternity
3008,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3008,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3008,Maternity,Maternity,Maternity
3008,Dental,Dental,Dental
3008,Laboratory Services,Laboratory Services,Laboratory Services
3008,Public Health Services,Public Health Services,Public Health Services
3008,ART & VMMC,ART & VMMC,ART & VMMC
3789,Maternity,Maternity,Maternity
3789,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3789,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3789,Public Health Services,Public Health Services,Public Health Services
3191,Maternity,Maternity,Maternity
3191,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3191,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3191,Public Health Services,Public Health Services,Public Health Services
2740,Public Health Services,Public Health Services,Public Health Services
2740,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2740,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
