facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status,country
"MWIKANTSI","106019-3","Dispensary","Public",-4.13649,35.86707,"Manyara","Operating","Tanzania"
"MERR","104744-8","Dispensary","Public",-4.10739,35.58061,"Manyara","Operating","Tanzania"
"ARRI TSAAYO","100183-3","Dispensary","Public",-4.24142,35.58945,"Manyara","Operating","Tanzania"
"MADUNGA KATI","112261-3","Dispensary","Public",-4.17197,35.45381,"Manyara","Operating","Tanzania"
"ENDAGWE","101083-4","Dispensary","Public",-4.35535,35.64857,"Manyara","Operating","Tanzania"
"MATUFA HEALTH LABORATORY","121582-1","Health Laboratory","Private",-4.01667,35.76667,"Manyara","Operating","Tanzania"
"ENDAKISO","101086-7","Dispensary","Public",-4.2086,35.89043,"Manyara","Operating","Tanzania"
"BASHNET","109512-4","Dispensary","Public",-4.23058,35.42924,"Manyara","Operating","Tanzania"
"MASWARE","104434-6","Dispensary","Public",-4.045581,35.724869,"Manyara","Operating","Tanzania"
"ENDANACHANI","100203-9","Dispensary","Public",-4.33594,35.69565,"Manyara","Operating","Tanzania"
"DURU","101042-0","Dispensary","Public",-4.31917,35.5972,"Manyara","Operating","Tanzania"
"MAGARA","103909-8","Health Center","Public",-3.80612,35.69783,"Manyara","Operating","Tanzania"
"SANGAIWE","107277-6","Dispensary","Public",-3.94035,35.82351,"Manyara","Operating","Tanzania"
"MANAGHA","111158-2","Dispensary","Public",-4.263902,35.571519,"Manyara","Operating","Tanzania"
"DOHOM","100992-7","Dispensary","Public",-4.165116,35.587384,"Manyara","Operating","Tanzania"
"MAYOKA","104522-8","Dispensary","Public",-3.72426,35.71843,"Manyara","Operating","Tanzania"
"MANYARA","113679-5","Dispensary","Public",-4.81647,35.72305,"Manyara","Operating","Tanzania"
"NAR","106199-3","Dispensary","Public",-4.1813,35.4094,"Manyara","Operating","Tanzania"
"NKAITI","106508-5","Health Center","Public",-3.73102,35.94225,"Manyara","Operating","Tanzania"
"UFANA","108013-4","Health Center","Public",-4.244761,35.361191,"Manyara","Operating","Tanzania"
"MINJINGU","104948-5","Dispensary","Public",-3.70156,35.92848,"Manyara","Operating","Tanzania"
"BABATI DISTRICT COUNCIL","120367-8","Hospital","Public",-3.90419,35.81258,"Manyara","Operating","Tanzania"
"BIKIRA MARIA EMAKULATA","104322-3","Health Center","Private",-4.20498,35.57598,"Manyara","Operating","Tanzania"
"GICHAMEDA","101212-9","Dispensary","Public",-3.97266,35.71631,"Manyara","Operating","Tanzania"
"LUXMANDA","103618-5","Dispensary","Private",-4.25657,35.31042,"Manyara","Operating","Tanzania"
"SHAURIMOYO","107400-4","Dispensary","Public",-3.91395,35.69272,"Manyara","Operating","Tanzania"
"WAZAZI MAGUGU","108339-3","Dispensary","Private",-3.99993,35.77722,"Manyara","Operating","Tanzania"
"EBENEZA HEALTH  DIAGNOSTIC LABARATORY","121583-9","Health Laboratory","Private",-4.218084,35.552016,"Manyara","Operating","Tanzania"
"KISANGAJI","103126-9","Dispensary","Public",-3.91603,35.73258,"Manyara","Operating","Tanzania"
"QAMEYU","107044-0","Dispensary","Public",-4.18902,35.48317,"Manyara","Operating","Tanzania"
"VILIMAVITATU","108262-7","Dispensary","Public",-3.77939,35.86214,"Manyara","Operating","Tanzania"
"DAREDA KATI","100952-1","Health Center","Public",-4.32022,35.55334,"Manyara","Operating","Tanzania"
"GAJAL","101170-9","Dispensary","Public",-4.248429,35.553344,"Manyara","Operating","Tanzania"
"GEDAMAR","101189-9","Dispensary","Public",-4.27828,35.89154,"Manyara","Operating","Tanzania"
"MWADA","105801-5","Dispensary","Public",-3.904661,35.812877,"Manyara","Operating","Tanzania"
"GALLAPO","101174-1","Health Center","Public",-4.27448,35.85022,"Manyara","Operating","Tanzania"
"SECHEDA","107341-0","Dispensary","Public",-4.27833,35.26288,"Manyara","Operating","Tanzania"
"SABILO","107218-0","Dispensary","Public",-4.344606,35.479432,"Manyara","Operating","Tanzania"
"BOAY","100387-0","Dispensary","Public",-4.394491,35.760601,"Manyara","Operating","Tanzania"
"QASH","107047-3","Dispensary","Public",-4.32285,35.86963,"Manyara","Operating","Tanzania"
"MAMIRE","104211-8","Health Center","Public",-4.1558,35.84129,"Manyara","Operating","Tanzania"
"LAURA","121404-8","Dispensary","Private",-3.45888,36.56722,"Manyara","Operating","Tanzania"
"ENDAKIKOTI","120433-8","Dispensary","Public",-4.23987,35.50552,"Manyara","Operating","Tanzania"
"GESBERT","112259-7","Dispensary","Public",-4.29778,35.58731,"Manyara","Operating","Tanzania"
"KIRU","103046-9","Dispensary","Public",-4.1205,35.68063,"Manyara","Operating","Tanzania"
"TARANGIRE","107772-6","Dispensary","Public",-3.75304,35.97075,"Manyara","Operating","Tanzania"
"STAR MISSION","113895-7","Dispensary","Private",-3.695161,35.935055,"Manyara","Operating","Tanzania"
"DABIL","100942-2","Dispensary","Public",-4.33427,35.43401,"Manyara","Operating","Tanzania"
"BASHNET","100336-7","Hospital","Private",-4.21978,35.42097,"Manyara","Operating","Tanzania"
"GOOD HOPE DIAGNOSTIC LABORATORY","121579-7","Health Laboratory","Private",-4.20782,35.74614,"Manyara","Operating","Tanzania"
"POLISI","107021-8","Dispensary","Public",-4.21352,35.74809,"Manyara","Operating","Tanzania"
"NAKWA","112032-8","Dispensary","Public",-4.24685,35.70648,"Manyara","Operating","Tanzania"
"SIGINO","120562-4","Dispensary","Public",-4.12456,35.45121,"Manyara","Operating","Tanzania"
"MWANANCHI","111591-4","Health Center","Private",-4.20893,35.74535,"Manyara","Operating","Tanzania"
"MALANGI","104168-0","Dispensary","Public",-4.13067,35.7319,"Manyara","Operating","Tanzania"
"MAGEREZA","103920-5","Dispensary","Public",-4.20682,35.76219,"Manyara","Operating","Tanzania"
"MERON","113673-8","Health Laboratory","Private",-4.24662,35.70757,"Manyara","Operating","Tanzania"
"ALPHA","122219-9","Health Laboratory","Private",-3.66011,35.84213,"Manyara","Operating","Tanzania"
"BABATI ROMAN CATHOLIC","107067-1","Dispensary","Private",-4.21125,35.74022,"Manyara","Operating","Tanzania"
"HALLA","101303-6","Dispensary","Public",-4.26719,35.82146,"Manyara","Operating","Tanzania"
"DICK","112038-5","Health Laboratory","Private",-4.20703,35.74297,"Manyara","Operating","Tanzania"
"SABILO","108515-8","Dispensary","Private",-4.21375,35.73888,"Manyara","Operating","Tanzania"
"Mutuka","114047-4","Health Center","Public",-4.1612,35.82576,"Manyara","Operating","Tanzania"
"AMEN","112037-7","Health Laboratory","Private",-4.2082,35.74563,"Manyara","Operating","Tanzania"
"SIGINO","121596-1","Health Center","Public",-4.12801,35.45121,"Manyara","Operating","Tanzania"
"BETHZATHA","123900-3","Health Laboratory","Private",-4.14201,35.24151,"Manyara","Operating","Tanzania"
"BABATI TOWN","100211-2","Hospital","Public",-4.2093,35.75929,"Manyara","Operating","Tanzania"
"MASWA EYE CARE","112910-5","Clinic","Private",-4.20811,35.75108,"Manyara","Operating","Tanzania"
"MANYARA","104279-5","Hospital","Public",-4.21657,35.71661,"Manyara","Operating","Tanzania"
"BABATI","112033-6","Health Laboratory","Private",-4.21287,35.75005,"Manyara","Operating","Tanzania"
"MARGAKAN","111813-2","Dispensary","Private",-4.20283,35.74792,"Manyara","Operating","Tanzania"
"SINGE","111178-0","Dispensary","Public",-4.24822,35.74853,"Manyara","Operating","Tanzania"
"SIAY HEALHTH DIAGNOSIS","122002-9","Health Laboratory","Private",-4.01671,35.76667,"Manyara","Operating","Tanzania"
"KIONGOZI","102987-5","Dispensary","Public",-4.109341,35.758787,"Manyara","Operating","Tanzania"
"HIMITI","111179-8","Dispensary","Public",-4.313072,35.741462,"Manyara","Operating","Tanzania"
"KIGONGONI","123516-7","Dispensary","Private",-4.10314,35.32123,"Manyara","Operating","Tanzania"
"WAZAZI","108330-2","Dispensary","Private",-4.217541,35.749311,"Manyara","Operating","Tanzania"
"NAM","123197-6","Clinic","Private",-4.12001,35.45191,"Manyara","Operating","Tanzania"
"MSENGA","112035-1","Health Laboratory","Private",-4.21509,35.7494,"Manyara","Operating","Tanzania"
"IBUNGU","112393-4","Dispensary","Private",-4.20703,35.74297,"Manyara","Operating","Tanzania"
"EAGLE","115013-5","Clinic","Private",-4.20842,35.74575,"Manyara","Operating","Tanzania"
"MANYARA STAR","121059-0","Clinic","Private",-4.21134,35.76334,"Manyara","Operating","Tanzania"
"CHEMCHEM","121597-9","Dispensary","Public",-4.12311,35.46712,"Manyara","Operating","Tanzania"
"MAISAKA","121595-3","Health Center","Public",-4.12001,35.45191,"Manyara","Operating","Tanzania"
"BONGA","100411-8","Health Center","Public",-4.349211,35.738041,"Manyara","Operating","Tanzania"
"AMANI","100109-8","Maternity and Nursing Home","Private",-4.20857,35.75193,"Manyara","Operating","Tanzania"
"GLORY","114641-4","Maternity and Nursing Home","Private",-6.590034,39.089291,"Pwani","Operating","Tanzania"
"CHACHA WAMBURA","100903-4","Health Center","Private",-6.44513,38.89997,"Pwani","Operating","Tanzania"
"Zinga","108417-7","Dispensary","Public",-6.53212,38.98666,"Pwani","Operating","Tanzania"
"KONGO","103303-4","Dispensary","Public",-6.545846,38.843808,"Pwani","Operating","Tanzania"
"LUKHA","112513-7","Dispensary","Private",-6.61423,39.07312,"Pwani","Operating","Tanzania"
"MATIMBWA","111330-7","Health Center","Public",-6.53809,38.86727,"Pwani","Operating","Tanzania"
"MBEGANI","104587-1","Dispensary","Public",-6.473284,38.968897,"Pwani","Operating","Tanzania"
"FACGBF","114803-0","Dispensary","Private",-6.50775,38.93623,"Pwani","Operating","Tanzania"
"CARAVAN HEALTH CARE","114039-1","Dispensary","Private",-6.44404,38.90676,"Pwani","Operating","Tanzania"
"KEREGE","102545-1","Health Center","Public",-6.586901,39.045262,"Pwani","Operating","Tanzania"
"ZINGA","112512-9","Clinic","Private",-6.53562,38.97459,"Pwani","Operating","Tanzania"
"MWENDA","115015-0","Clinic","Private",-6.45085,38.90743,"Pwani","Operating","Tanzania"
"MAKURUNGE","104146-6","Dispensary","Public",-6.4725,38.7827,"Pwani","Operating","Tanzania"
"CHARLES  W. SLOAN (CWS)","124281-7","Health Center","Private",-6.45198,38.88571,"Pwani","Operating","Tanzania"
"ALSA MEDICARE","123657-9","Health Center","Private",-6.58373,39.03821,"Pwani","Operating","Tanzania"
"ZAI HEALTH LABORATORY","122688-5","Health Laboratory","Private",-6.54049,38.99123,"Pwani","Operating","Tanzania"
"FAD","124427-6","Health Laboratory","Private",-6.45152,38.90216,"Pwani","Operating","Tanzania"
"JEN-K","122188-6","Health Laboratory","Private",-6.528725,38.98634,"Pwani","Operating","Tanzania"
"HAKIKA","114303-1","Health Laboratory","Private",-6.587724,39.053875,"Pwani","Operating","Tanzania"
"JAMII II","124092-8","Health Laboratory","Private",-6.62711,39.04689,"Pwani","Operating","Tanzania"
"TANZANITE","114261-1","Health Laboratory","Private",-6.451071,38.894608,"Pwani","Operating","Tanzania"
"IBRA","113283-6","Health Laboratory","Private",-6.44604,38.90358,"Pwani","Operating","Tanzania"
"MLINGOTINI","105209-1","Dispensary","Public",-6.479646,38.997622,"Pwani","Operating","Tanzania"
"MAMBOSASA","124414-4","Health Laboratory","Private",-6.44881,38.81891,"Pwani","Operating","Tanzania"
"MWAVI","114405-4","Dispensary","Public",-6.388637,38.616955,"Pwani","Operating","Tanzania"
"PANDE","111333-1","Dispensary","Public",-6.4904,38.9774,"Pwani","Operating","Tanzania"
"KIROMO","103041-0","Dispensary","Public",-6.511686,38.939199,"Pwani","Operating","Tanzania"
"YOMBO","108388-0","Dispensary","Public",-6.581429,38.850326,"Pwani","Operating","Tanzania"
"NAZARETH","112110-2","Dispensary","Private",-6.58705,39.04781,"Pwani","Operating","Tanzania"
"ST. ELIZABETH","107580-3","Health Center","Private",-6.434835,38.898268,"Pwani","Operating","Tanzania"
"ALLIANCE","123624-9","Health Center","Private",-6.76758,35.06836,"Pwani","Operating","Tanzania"
"KIGONGONI","102724-2","Dispensary","Public",-6.46261,38.8661,"Pwani","Operating","Tanzania"
"CHAMBEZI","100717-8","Dispensary","Public",-6.555439,38.91686,"Pwani","Operating","Tanzania"
"REMLE","122707-3","Dispensary","Private",-6.44432,38.88811,"Pwani","Operating","Tanzania"
"ASANTEAFYA","122749-5","Health Laboratory","Private",-6.48067,39.00125,"Pwani","Operating","Tanzania"
"KIDOMOLE","111328-1","Dispensary","Public",-6.448501,38.743105,"Pwani","Operating","Tanzania"
"KAOLE","102352-2","Dispensary","Public",-6.461357,38.938416,"Pwani","Operating","Tanzania"
"TUNGUTUNGU","115012-7","Dispensary","Public",-6.57718,39.08501,"Pwani","Operating","Tanzania"
"AMAROUNA","122596-0","Clinic","Private",-6.44439,38.90461,"Pwani","Operating","Tanzania"
"MATAYA","104450-2","Dispensary","Public",-6.524534,38.895955,"Pwani","Operating","Tanzania"
"FACGBF","110939-6","Maternity Home","Private",-6.44685,38.90069,"Pwani","Operating","Tanzania"
"MAVURA TRUSTCARE HEALTH LABORATORY","123570-4","Health Laboratory","Private",-6.52492,38.98359,"Pwani","Operating","Tanzania"
"KIEMBENI","123650-4","Health Laboratory","Private",-6.57522,39.10543,"Pwani","Operating","Tanzania"
"MAPINGA","104301-7","Dispensary","Public",-6.589316,39.060756,"Pwani","Operating","Tanzania"
"SOBAREVO","124280-9","Clinic","Private",-6.62434,39.06922,"Pwani","Operating","Tanzania"
"Bagamoyo","100221-1","Hospital","Public",-6.437181,38.907161,"Pwani","Operating","Tanzania"
"KINAMA","122986-3","Health Laboratory","Private",-6.45501,38.88312,"Pwani","Operating","Tanzania"
"MKENGE","105065-7","Dispensary","Public",-6.46415,38.5798,"Pwani","Operating","Tanzania"
"BAOBAB","122598-6","Hospital","Private",-6.60669,39.06831,"Pwani","Operating","Tanzania"
"FUKAYOSI","101157-6","Dispensary","Public",-6.41253,38.67403,"Pwani","Operating","Tanzania"
"IMMA","113280-2","Health Laboratory","Private",-6.44336,38.90743,"Pwani","Operating","Tanzania"
"FACGBF","114299-1","Health Laboratory","Private",-6.5077567,38.936295,"Pwani","Operating","Tanzania"
"BUMA","113718-1","Dispensary","Public",-6.55814,38.90516,"Pwani","Operating","Tanzania"
"EPIPHANY","101109-7","Dispensary","Private",-6.45382,38.89801,"Pwani","Operating","Tanzania"
"WE CARE","113282-8","Health Laboratory","Private",-6.59041,39.05929,"Pwani","Operating","Tanzania"
"Chiguluka","100790-5","Dispensary","Public",-6.327717,35.431264,"Dodoma","Operating","Tanzania"
"CHALI IGONGO","122873-3","Dispensary","Public",-6.89036,35.12882,"Dodoma","Operating","Tanzania"
"Chibelela","100775-6","Dispensary","Public",-6.403992,35.707712,"Dodoma","Operating","Tanzania"
"MKAKATIKA","120408-0","Dispensary","Public",-5.93684,35.32307,"Dodoma","Operating","Tanzania"
"Mindola","104941-0","Dispensary","Public",-5.886872,35.53162,"Dodoma","Operating","Tanzania"
"CHIKOPELO","100803-6","Dispensary","Private",-6.309281,35.306476,"Dodoma","Operating","Tanzania"
"Makanda","104076-5","Dispensary","Public",-5.73547,35.373164,"Dodoma","Operating","Tanzania"
"Zanka","108407-8","Dispensary","Public",-5.844277,35.762478,"Dodoma","Operating","Tanzania"
"Kongogo","103305-9","Dispensary","Public",-5.651559,35.608366,"Dodoma","Operating","Tanzania"
"UHELELA","121410-5","Dispensary","Public",-5.90676,35.27831,"Dodoma","Operating","Tanzania"
"Kigwe","102733-3","Health Center","Public",-6.095235,35.492293,"Dodoma","Operating","Tanzania"
"MAYAMAYA","120355-3","Dispensary","Public",-5.80178,35.79985,"Dodoma","Operating","Tanzania"
"Ibihwa","101437-2","Dispensary","Public",-6.005476,35.432887,"Dodoma","Operating","Tanzania"
"Mwangaza","121914-6","Health Laboratory","Private",-5.92001,35.36999,"Dodoma","Operating","Tanzania"
"Chali Isangha","100703-8","Dispensary","Public",-6.250782,35.234579,"Dodoma","Operating","Tanzania"
"Lamaiti","103456-0","Dispensary","Public",-5.796436,35.490119,"Dodoma","Operating","Tanzania"
"Nkhome","106517-6","Dispensary","Public",-6.339067,35.562813,"Dodoma","Operating","Tanzania"
"CHONDE","120354-6","Dispensary","Public",-5.75511,35.44471,"Dodoma","Operating","Tanzania"
"Chifutuka","100787-1","Health Center","Public",-6.602577,35.334406,"Dodoma","Operating","Tanzania"
"Bahi Makulu","100228-6","Dispensary","Public",-6.049775,35.350335,"Dodoma","Operating","Tanzania"
"Bahi","100227-8","Health Center","Public",-5.96258,35.312075,"Dodoma","Operating","Tanzania"
"NYAHINGA","122895-6","Dispensary","Private",-6.60155,35.33391,"Dodoma","Operating","Tanzania"
"Babayu","100215-3","Dispensary","Public",-5.638693,35.703269,"Dodoma","Operating","Tanzania"
"Mpamantwa","105331-3","Dispensary","Public",-5.970328,35.385133,"Dodoma","Operating","Tanzania"
"Mpinga","105376-8","Dispensary","Public",-6.160236,35.349807,"Dodoma","Operating","Tanzania"
"Mphangwe","105346-1","Dispensary","Public",-6.629597,35.693211,"Dodoma","Operating","Tanzania"
"Zejele","108412-8","Dispensary","Public",-6.39697,35.393963,"Dodoma","Operating","Tanzania"
"EXCELLENT CARE","122899-8","Dispensary","Private",-6.37625,35.66677,"Dodoma","Operating","Tanzania"
"Chimendeli","100818-4","Dispensary","Public",-6.11575,35.3945,"Dodoma","Operating","Tanzania"
"CHIDILO","120356-1","Dispensary","Public",-5.32696,35.54974,"Dodoma","Operating","Tanzania"
"Nondwa","106565-5","Dispensary","Public",-6.427501,35.333425,"Dodoma","Operating","Tanzania"
"Mpalanga","105328-9","Dispensary","Public",-6.327047,35.497579,"Dodoma","Operating","Tanzania"
"Chipanga","100834-1","Health Center","Public",-6.252359,35.358247,"Dodoma","Operating","Tanzania"
"Mkondai","105100-2","Dispensary","Public",-5.844327,35.762479,"Dodoma","Operating","Tanzania"
"Isangha","101885-2","Dispensary","Public",-6.37873,35.6661,"Dodoma","Operating","Tanzania"
"Ibugule","101453-9","Dispensary","Public",-6.419891,35.557223,"Dodoma","Operating","Tanzania"
"BAHI RC","100229-4","Dispensary","Private",-5.94521,35.312127,"Dodoma","Operating","Tanzania"
"CHILUNGULU","123106-7","Dispensary","Public",-5.95107,35.66719,"Dodoma","Operating","Tanzania"
"Bankolo","100315-1","Dispensary","Public",-5.838545,35.451914,"Dodoma","Operating","Tanzania"
"Chikola","100799-6","Dispensary","Public",-6.178904,35.418429,"Dodoma","Operating","Tanzania"
"Mundemu","105684-5","Health Center","Public",-5.925784,35.68504,"Dodoma","Operating","Tanzania"
"NAGULO BAHI","123908-6","Dispensary","Public",-6.59721,35.62101,"Dodoma","Operating","Tanzania"
"Mwitikira","106016-9","Health Center","Public",-6.526358,35.664168,"Dodoma","Operating","Tanzania"
"Magaga","103891-8","Dispensary","Public",-6.498825,35.371446,"Dodoma","Operating","Tanzania"
"Mtitaa","105574-8","Health Center","Public",-6.4376,35.5949,"Dodoma","Operating","Tanzania"
"Nghulugano","106381-7","Dispensary","Public",-6.124589,35.433161,"Dodoma","Operating","Tanzania"
"GBM MEDICAL DIAGNOSTIC","122633-1","Health Laboratory","Private",-6.37625,35.66677,"Dodoma","Operating","Tanzania"
"Chali Makulu","100704-6","Dispensary","Public",-6.160224,35.249321,"Dodoma","Operating","Tanzania"
"Kisima cha Ndege","111125-1","Dispensary","Public",-5.863401,35.696756,"Dodoma","Operating","Tanzania"
"Lukali","103680-5","Dispensary","Public",-5.724434,35.50562,"Dodoma","Operating","Tanzania"
"Ilindi","101741-7","Dispensary","Public",-5.948311,35.542796,"Dodoma","Operating","Tanzania"
"Asanje","100194-0","Dispensary","Public",-5.734873,35.72171,"Dodoma","Operating","Tanzania"
